store_id,item_id,isAvailable,price_min,price_max,price_default,avg_calories
3583,a59539f4-04a0-4220-8693-68000396c1b8,False,799,1019,799,638.5
3583,item_62052,True,989,1069,989,670.0
3583,227671d2-c861-4ad7-833e-0234fa52c9ca,True,1489,1839,1489,1305.0
3583,fdf48602-e778-48f6-8ed7-e90f2a178413,True,1559,1859,1559,1375.0
3583,8af3d575-b836-495f-8822-6731b330b199,True,1589,1809,1589,1485.0
3583,item_62055,True,1029,1049,1029,770.0
3583,73eae76b-1477-4440-9541-6bd311cf0c27,True,1529,1879,1529,1405.0
3583,e554aaf3-af66-408d-b573-045afa503faf,True,1599,1899,1599,1475.0
3583,9966f1d3-47dc-4a05-9684-18189dfe83a7,True,1629,1849,1629,1585.0
3583,b1d74685-2756-47f7-a6a2-5e28441a868c,True,989,1899,989,1315.0
3583,item_62058,True,1169,1658,1169,630.0
3583,db6facba-3031-4263-9895-2b2c80ed9ac5,True,1669,2019,1669,1265.0
3583,90889893-2837-4230-ab09-81ed7322aaa7,True,1739,2039,1739,1335.0
3583,17c30cad-2550-4882-9ab7-ee2c170299d1,True,1769,1989,1769,1445.0
3583,070eb15e-aec4-4b56-ad9b-2f7a6ac30a92,True,1169,2039,1169,1225.0
3583,item_62053,True,1239,1239,1239,920.0
3583,c0ab9fb0-d27a-4fe7-a5a6-b61048edb74f,True,1739,2089,1739,1555.0
3583,0896836d-0b80-4717-97b1-0aafa6bacd0a,True,1809,2109,1809,1625.0
3583,76e66025-4ae3-426d-b4e9-227d05bc9478,True,1839,2059,1839,1735.0
3583,item_62056,True,1279,1379,1279,1040.0
3583,ac94a04f-63c6-4abe-a0d6-3966ae066895,True,1779,2129,1779,1675.0
3583,3c096f19-40ce-4528-a121-2f55c63b4813,True,1849,2149,1849,1745.0
3583,6dbe19c3-d01f-456b-8004-2399b470e65e,True,1879,2099,1879,1855.0
3583,1f7aefd9-5b29-4127-8159-a76077b5d872,True,1239,2149,1239,1575.0
3583,item_62054,True,1459,1539,1459,1170.0
3583,444726a0-47c3-43f6-836c-5b614599fa45,True,1959,2309,1959,1805.0
3583,a903def7-e147-44a6-a939-09e3c304801a,True,2029,2329,2029,1875.0
3583,3a6b3dbe-db64-4da5-9217-ae530d77518b,True,2059,2279,2059,1985.0
3583,item_62057,True,1499,1599,1499,1340.0
3583,d601a50d-3caa-4e15-9d8d-103dbe51d1bd,True,1999,2349,1999,1975.0
3583,bf212b10-7de2-49be-9108-85b2758321d9,True,2069,2369,2069,2045.0
3583,b6108d2a-69e1-4742-9738-d233bfd62170,True,2099,2319,2099,2155.0
3583,d7dec224-f2d9-4cc2-8d98-b57419652c28,True,1459,2369,1459,1850.0
3583,item_62059,True,1349,1779,1349,1200.0
3583,bad0c0a4-e4da-4bfc-a4b4-bc2a363ba39d,True,1849,2199,1849,1835.0
3583,ace5be81-f741-47d2-89eb-b9e93e375ac5,True,1919,2219,1919,1905.0
3583,a81811a0-456b-40f3-b5b4-6d79384dedf0,True,1949,2169,1949,2015.0
3583,c2347fc5-411b-4ea5-91a2-7a78b739bcaf,True,1349,2219,1349,1795.0
3583,item_62061,True,569,799,569,330.0
3583,da1a7b75-41e2-4944-998a-609bb858a09e,True,1069,1419,1069,965.0
3583,67637f32-a5ed-4484-b66c-24a2acce4f52,True,1139,1439,1139,1035.0
3583,4e4e7e23-02c1-41ad-9205-9232c4ae3a0d,True,1169,1389,1169,1145.0
3583,item_62067,True,589,819,589,380.0
3583,7685610b-bd20-4e95-b99f-f0d740082741,True,1089,1439,1089,1015.0
3583,c5238ff7-30bd-4508-ae7c-80d5222cb4f5,True,1159,1459,1159,1085.0
3583,e375059f-845d-4be1-83db-703317ee7c1f,True,1189,1409,1189,1195.0
3583,409f3dc8-2343-464b-acc5-28cd4092c5ea,True,569,1459,569,950.0
3583,item_62066,True,709,889,709,440.0
3583,d81cabf5-c653-40da-bd19-00b044745090,True,1209,1559,1209,1075.0
3583,4f48c818-393f-4f95-8aae-5e4f9589d952,True,1279,1579,1279,1145.0
3583,6727ed0c-4ad6-4c50-a8ce-63d17a4ab9d0,True,1309,1529,1309,1255.0
3583,1829bfb5-4b88-4da4-8473-6bf03bba3432,True,709,1579,709,1035.0
3583,item_62065,True,549,579,549,340.0
3583,51a12d73-8bf9-45e8-ad3b-b033aaa769b7,True,1049,1399,1049,975.0
3583,e3b45003-7ca0-473e-89af-3c06cfe0e67f,True,1119,1419,1119,1045.0
3583,fbab0a31-6397-49e0-a849-2162172654c0,True,1149,1369,1149,1155.0
3583,d57cf1b7-83a0-4dec-9e21-949179f89321,True,549,1419,549,935.0
3583,item_62064,True,609,869,609,400.0
3583,64c34837-bf77-4fe5-ad71-6fe60515d5b0,True,1109,1459,1109,1035.0
3583,49fb15bc-eb23-4d27-a35d-06f855f54baf,True,1179,1479,1179,1105.0
3583,a3f7c1d6-7d5d-4909-a6a4-d0fbe22ed5bf,True,1209,1429,1209,1215.0
3583,7632d4ed-d4ad-4a8e-97bd-a37c7c286df5,True,609,1479,609,995.0
3583,item_62062,True,399,529,399,290.0
3583,cb0ffc77-ba93-47a4-8665-70a1bca458c8,True,399,529,399,885.0
3583,item_62063,True,379,489,379,250.0
3583,14ea109a-7096-48fb-b0cb-f1e0fed6e780,True,379,489,379,845.0
3583,item_72082,True,989,1178,989,670.0
3583,3424963c-9655-45bb-ae04-b9e31db36a23,True,1559,1859,1559,1375.0
3583,793e2ea0-5209-4e12-84f3-a6941a91912b,True,1589,1809,1589,1485.0
3583,bd47eecb-0540-4132-b49c-da086789f17b,True,989,1859,989,1265.0
3583,item_72083,True,1239,1388,1239,920.0
3583,41a24b26-db43-4fbf-9b9e-31ceb83d39ab,True,1739,2089,1739,1555.0
3583,36875a47-3347-4074-b6a3-7d53c8f365a8,True,1809,2109,1809,1625.0
3583,ab2f59f8-8f3f-4f14-be83-6bc2013b136f,True,1839,2059,1839,1735.0
3583,3a09f5d2-f7b5-4bc4-b6e4-72f04ef4b10f,True,1239,2109,1239,1515.0
3583,item_72084,True,1459,1648,1459,1170.0
3583,10ad2fdb-3371-4a6c-bfab-a8baa0aaad47,True,1959,2309,1959,1805.0
3583,513e02d9-8f85-4977-af03-2e5ede758946,True,2029,2329,2029,1875.0
3583,de896ce6-6c36-4c04-8025-f0b1d8afceea,True,2059,2279,2059,1985.0
3583,33632d97-f064-4415-8604-afc35c0a81e5,True,1459,2329,1459,1765.0
3583,item_72085,True,569,819,569,330.0
3583,6c22b2f8-032b-435e-a44b-eb520a9f9cfd,True,1069,1419,1069,965.0
3583,26eb3634-c9f2-42cb-8fc0-3ffd02109f86,True,1169,1389,1169,1145.0
3583,0049c665-e99e-401e-bb8e-740f1fe99f3a,True,569,1439,569,925.0
3583,2a68de5d-1109-43e0-aeef-a4c9ed2fef89,True,399,529,399,885.0
3583,c9ae62f6-8141-4c4b-a365-4d86c70cdb5e,True,379,489,379,845.0
3583,item_570,True,309,309,309,251.0
3583,item_199,True,329,329,329,0.0
3583,item_693,True,399,399,399,160.0
3583,item_569,True,459,459,459,540.0
3583,item_195,True,399,399,399,0.0
3583,item_43162,True,469,469,469,160.0
3583,item_568,True,509,509,509,740.0
3583,item_194,True,499,499,499,0.0
3583,item_43163,True,549,549,549,240.0
3583,item_14383,True,1039,1258,1039,630.0
3583,combo_4954,True,1439,1459,1439,1021.0
3583,combo_4955,True,1509,1579,1509,1375.0
3583,combo_4956,True,1509,1659,1509,1635.0
3583,picker_4740,True,1439,1659,1439,1390.5
3583,item_343,True,889,1108,889,720.0
3583,item_583,True,359,359,359,150.0
3583,combo_4945,True,1289,1289,1289,1111.0
3583,item_584,True,399,399,399,200.0
3583,combo_4946,True,1359,1359,1359,1465.0
3583,item_585,True,439,439,439,260.0
3583,combo_4947,True,1389,1389,1389,1725.0
3583,picker_4737,True,1289,1389,1289,1480.5
3583,item_321,True,889,1108,889,590.0
3583,combo_4942,True,1289,1309,1289,981.0
3583,combo_4943,True,1359,1429,1359,1335.0
3583,combo_4944,True,1389,1539,1389,1595.0
3583,picker_4736,True,1289,1539,1289,1350.5
3583,item_312,True,769,988,769,510.0
3583,combo_4857,True,1169,1259,1169,901.0
3583,combo_4900,True,1239,1309,1239,1255.0
3583,combo_4921,True,1269,1319,1269,1515.0
3583,picker_4735,True,1169,1319,1169,1270.5
3583,item_299,True,769,988,769,370.0
3583,combo_4948,True,1169,1259,1169,761.0
3583,combo_4949,True,1239,1309,1239,1115.0
3583,combo_4950,True,1269,1319,1269,1375.0
3583,picker_4738,True,1169,1319,1169,1130.5
3583,item_307,True,769,988,769,370.0
3583,combo_4951,True,1169,1259,1169,761.0
3583,combo_4952,True,1239,1309,1239,1115.0
3583,combo_4953,True,1269,1319,1269,1375.0
3583,picker_4739,True,1169,1319,1169,1130.5
3583,item_36984,True,1039,1258,1039,640.0
3583,combo_4963,True,1439,1529,1439,1031.0
3583,combo_4964,True,1509,1579,1509,1385.0
3583,combo_4965,True,1539,1589,1539,1645.0
3583,picker_4743,True,1439,1589,1439,1400.5
3583,item_91,True,769,988,769,550.0
3583,combo_4957,True,1169,1259,1169,941.0
3583,combo_4958,True,1239,1309,1239,1295.0
3583,combo_4959,True,1269,1319,1269,1555.0
3583,picker_4741,True,1169,1319,1169,1310.5
3583,item_64,True,769,988,769,410.0
3583,combo_5138,True,1169,1259,1169,801.0
3583,combo_5139,True,1239,1309,1239,1155.0
3583,combo_5140,True,1269,1319,1269,1415.0
3583,74422cf8-c8bc-4eb2-8d7f-93b1dbf3bdab,True,1169,1319,1169,1170.5
3583,item_68,True,769,988,769,410.0
3583,combo_5141,True,1169,1259,1169,801.0
3583,0385c5de-e1ba-4b12-ba97-218c8b663c36,True,1239,1309,1239,1155.0
3583,bf47d257-24ee-426b-a6c9-1ef88131984d,True,1269,1319,1269,1415.0
3583,a9ded791-1e24-4f08-86bc-a488d0194d01,True,1169,1319,1169,1170.5
3583,item_545,True,639,639,639,520.0
3583,49f613e5-08f7-442b-a26d-26916e65d3d3,True,1039,1129,1039,911.0
3583,combo_4985,True,1109,1179,1109,1265.0
3583,combo_4986,True,1139,1189,1139,1525.0
3583,a94f7d4b-1638-46b6-9239-29e1371713aa,True,1039,1189,1039,1415.0
3583,item_19146,True,799,1058,799,810.0
3583,item_49485,True,329,329,329,0.0
3583,8xXarVlWwlKuMXXu3ES4T3,True,1199,1199,1199,1201.0
3583,combo_4977,True,1269,1339,1269,1555.0
3583,combo_4978,True,1299,1349,1299,1815.0
3583,gy2bPvBhhRgPFSSGaFE3r4,True,1199,1349,1199,1570.5
3583,item_65915,True,889,1088,889,770.0
3583,item_65913,True,889,1088,889,630.0
3583,item_65916,True,889,1088,889,770.0
3583,item_65914,True,889,1088,889,630.0
3583,item_74353,True,639,639,639,520.0
3583,item_65912,True,769,968,769,550.0
3583,item_65902,True,769,968,769,410.0
3583,item_65904,True,769,968,769,410.0
3583,item_74354,True,639,639,639,520.0
3583,item_70376,True,429,648,429,374.0
3583,item_70377,True,429,648,429,374.0
3583,item_320,True,889,1108,889,630.0
3583,item_342,True,889,1108,889,770.0
3583,item_306,True,669,888,669,330.0
3583,item_83,True,669,888,669,370.0
3583,item_88,True,429,429,429,430.0
3583,item_17209,True,429,648,429,420.0
3583,item_54613,True,309,309,309,290.0
3583,5b77f639-f2e3-457b-9817-d69434f850ab,True,309,509,459,515.0
3583,item_544,True,349,349,349,350.0
3583,69cc3080-dddb-4a57-95a3-f20e714338e3,True,349,639,349,435.0
3583,item_54545,True,329,329,329,0.0
3583,mkHgKoKEtUqKZKIW9hMiIK,True,329,499,399,0.0
3583,item_580,True,359,359,359,150.0
3583,item_581,True,399,399,399,200.0
3583,item_582,True,439,439,439,250.0
3583,item_577,True,359,359,359,180.0
3583,item_578,True,399,399,399,240.0
3583,item_579,True,439,439,439,300.0
3583,HpO2rGNDdLIVDznXGJOUtA,True,359,439,399,225.0
3583,item_668,True,349,349,349,90.0
3583,item_53711,True,419,419,419,200.0
3583,item_53713,True,419,419,419,240.0
3583,item_53714,True,469,469,469,350.0
3583,item_53715,True,549,549,549,460.0
3583,d414148c-e103-4697-a1c3-69e6f2478b92,True,419,549,469,330.0
3583,item_54519,True,419,419,419,0.0
3583,item_54520,True,419,419,419,0.0
3583,74d1cba3-1b60-49af-9759-86e7dbdc113a,True,419,549,469,0.0
3583,item_54521,True,409,409,409,0.0
3583,item_54522,True,409,409,409,0.0
3583,0327a0e6-ded3-4c86-ab9b-0a5a71e6aa8a,True,409,539,459,0.0
3583,item_54529,True,419,419,419,190.0
3583,item_54530,True,419,419,419,240.0
3583,X523x0h1RfuoK0pFR4AD3e,True,419,549,469,320.0
3583,item_54523,True,419,419,419,180.0
3583,item_54524,True,419,419,419,230.0
3583,61c8ad32-0ff5-4af3-a1e1-454d3020355f,True,419,549,469,310.0
3583,item_114,True,359,359,359,0.0
3583,item_54541,True,419,419,419,90.0
3583,item_54542,True,419,419,419,120.0
3583,lXyLHRfR3ruSxzsSyarNDE,True,419,549,469,165.0
3583,item_54543,True,419,419,419,0.0
3583,item_54544,True,419,419,419,0.0
3583,WyAujkDbyd7SS90d4E3orz,True,419,549,469,0.0
3583,187fc2f5-a48d-4dbe-982b-a5e9a1f53065,True,419,549,469,290.0
3583,item_54525,True,419,419,419,210.0
3583,item_54526,True,419,419,419,260.0
3583,lXyLHRfR3ruSxzsSyaqSb6,True,419,549,469,355.0
3583,item_54539,True,419,419,419,220.0
3583,item_54540,True,419,419,419,280.0
3583,WyAujkDbyd7SS90d4E3kO0,True,419,549,469,375.0
3583,item_54537,True,419,419,419,190.0
3583,item_54538,True,419,419,419,240.0
3583,lXyLHRfR3ruSxzsSyar84C,True,419,549,469,325.0
3583,item_13,True,329,329,329,35.0
3583,kmSrSXZ6YFjFNmEEqhtzlp,True,299,429,299,180.0
3583,MwARd9vbbAla4FHPwnbsmf,True,299,429,299,180.0
3583,item_71749,True,429,529,429,310.0
3583,item_71751,True,429,529,429,390.0
3583,item_71750,True,429,529,429,290.0
3583,item_77037,True,429,629,429,360.0
3583,item_72098,True,429,529,429,310.0
3583,item_72100,True,429,529,429,390.0
3583,item_72099,True,429,529,429,290.0
3583,item_77039,True,429,629,429,360.0
3583,item_59116,True,419,419,419,300.0
3583,item_59141,True,419,419,419,240.0
3583,item_59144,True,419,419,419,0.0
3583,item_59148,True,419,419,419,240.0
3583,item_59146,True,419,419,419,230.0
3583,fec4a3f5-0b2c-418a-ab6c-8aa7ab40bd89,True,799,799,799,1120.0
3583,item_72124,True,469,469,469,370.0
3583,item_72126,True,469,469,469,350.0
3583,item_72127,True,469,469,469,0.0
3583,item_72128,True,469,469,469,350.0
3583,item_72129,True,469,469,469,330.0
3583,item_72101,True,429,529,429,310.0
3583,item_72103,True,429,529,429,390.0
3583,item_72102,True,429,529,429,290.0
3583,item_77040,True,429,629,429,360.0
3583,d899c485-d344-42d2-802f-2e66f53482ba,True,749,749,749,1020.0
3583,item_72104,True,429,529,429,310.0
3583,item_72106,True,429,529,429,390.0
3583,item_72105,True,429,529,429,290.0
3583,item_77041,True,429,629,429,360.0
3583,item_58307,True,989,1258,989,670.0
3583,item_58308,True,989,1258,989,670.0
3583,item_72125,True,469,469,469,370.0
3583,329c16e8-864c-4906-9e50-a899613091d3,True,2200,2200,2200,3440.0
3583,item_72107,True,769,769,769,220.0
3583,item_58311,True,1029,1233,1029,680.0
3583,b155f972-84e8-4a4c-af90-0555906adb07,True,949,949,949,1230.0
3583,item_75582,True,429,629,429,360.0
3583,591fb6cb-da8b-4881-833a-d682e8bb7f4a,True,929,1279,929,995.0
3583,17215f2d-2690-4d7d-a133-83f2e0592141,True,999,1299,999,1065.0
3583,c3100ff5-bd4e-4dc4-9092-f4f8fbc2da7d,True,1029,1249,1029,1175.0
3583,e2e24008-869c-43f8-9b22-7d3604a5875f,True,429,1299,429,955.0
3583,item_75585,True,429,429,429,510.0
3583,08277a24-0453-4660-8133-46f4028fcdf0,True,929,1279,929,1145.0
3583,a4a93285-b9ad-49e3-af87-68d99b5f8dcd,True,999,1299,999,1215.0
3583,04d989a1-8223-4c5a-bf1c-b24287bcbaeb,True,1029,1249,1029,1325.0
3583,04b59acb-f6f9-4c10-8a40-bbfc3600e676,True,429,1299,429,1105.0
3583,item_67342,True,569,749,569,330.0
3583,item_70067,True,589,789,589,380.0
3583,item_70071,True,649,929,649,420.0
3583,item_65753,True,629,709,629,390.0
3583,item_70073,True,649,749,649,430.0
3583,item_70075,True,649,779,649,430.0
3583,item_67343,True,569,749,569,330.0
3583,item_70070,True,589,789,589,380.0
3583,item_70072,True,649,929,649,420.0
3583,item_65502,True,629,709,629,390.0
3583,item_70074,True,649,749,649,430.0
3583,item_70076,True,649,779,649,430.0
3583,eb9013f7-bb67-4dba-8663-ac02ce29d9ff,True,800,800,800,760.0
3583,item_72718,True,219,219,219,170.0
3583,item_72719,True,439,439,439,330.0
3583,3fb7375a-ffad-45fd-921b-b3a7040720b4,True,219,439,219,250.0
3583,item_69958,True,319,319,319,220.0
3583,0bb86e3c-ff6d-47b5-b5ab-8572b87b8ce3,True,319,549,469,365.0
3583,item_68440,True,429,529,429,310.0
3583,0b54c7eb-9538-496c-bf85-fa26c0a2bb63,True,929,1279,929,945.0
3583,cfa52805-d726-4361-8e07-a3ea4172e276,True,999,1299,999,1015.0
3583,ca8c2016-5140-4dac-9c27-f04e41593d1b,True,1029,1249,1029,1125.0
3583,8187fc83-2448-4a25-894e-569cff95df1d,True,429,1299,429,905.0
3583,item_68442,True,429,529,429,390.0
3583,f4f4c564-6fbb-4f86-a831-61c4a74d8648,True,929,1279,929,1025.0
3583,f27c2399-a99d-4756-ae62-36dd31b48f0d,True,999,1299,999,1095.0
3583,acd16870-fad7-4906-a443-622a0f7c3b1a,True,1029,1249,1029,1205.0
3583,ceca7f0b-0ad3-43de-bc0e-44802493ebfc,True,429,1299,429,985.0
3583,item_68443,True,429,529,429,290.0
3583,010c4266-91de-41c6-8b3b-40437f3a5243,True,929,1279,929,925.0
3583,edebb38f-b54f-49a5-ab89-b88b05fdbe1f,True,999,1299,999,995.0
3583,e84208d8-fd09-428c-94d4-699e77f33e3d,True,1029,1249,1029,1105.0
3583,b96b8372-39b2-4dab-8760-1a0886ca3e15,True,429,1299,429,885.0
3583,item_59117,True,419,419,419,300.0
3583,item_59124,True,1029,1233,1029,680.0
3583,item_59127,True,1029,1233,1029,680.0
3583,item_74553,True,349,349,349,390.0
3583,item_77042,True,429,429,429,510.0
3583,item_74633,True,469,469,469,360.0
3583,item_74634,True,469,469,469,360.0
3583,item_74629,True,989,1258,989,670.0
3583,item_74631,True,1029,1233,1029,680.0
3583,item_74554,True,469,469,469,370.0
3583,item_74635,True,469,469,469,360.0
3583,item_74630,True,989,1258,989,670.0
3583,item_74632,True,1029,1233,1029,680.0
3583,item_74555,True,469,469,469,370.0
3583,item_74636,True,469,469,469,360.0
3583,item_74551,True,399,529,399,290.0
3583,item_74552,True,399,529,399,290.0
3583,item_953,True,989,1258,989,670.0
3583,combo_5804,True,1489,2028,1489,1305.0
3583,combo_5805,True,1559,2048,1559,1375.0
3583,combo_5806,True,1589,1998,1589,1485.0
3583,item_26,True,1099,1299,1099,750.0
3583,combo_5072,True,1599,1989,1599,1385.0
3583,combo_5071,True,1669,2009,1669,1455.0
3583,combo_5069,True,1699,1959,1699,1565.0
3583,item_960,True,1029,1228,1029,770.0
3583,combo_5068,True,1529,1899,1529,1405.0
3583,combo_5067,True,1599,1919,1599,1475.0
3583,combo_5065,True,1629,1869,1629,1585.0
3583,item_140,True,1139,1269,1139,820.0
3583,combo_5064,True,1529,1979,1529,1455.0
3583,combo_5063,True,1709,2109,1709,1525.0
3583,combo_5061,True,1739,2059,1739,1635.0
3583,picker_5520,True,989,2109,989,1340.0
3583,95eb0a67-9e69-4849-9bc6-6715b3790e9a,True,1169,2039,1169,1225.0
3583,item_350,True,1239,1508,1239,920.0
3583,combo_5037,True,1739,2278,1739,1555.0
3583,combo_5808,True,1809,2298,1809,1625.0
3583,combo_5809,True,1839,2248,1839,1735.0
3583,item_351,True,1349,1549,1349,1010.0
3583,combo_5060,True,1949,2419,1949,1645.0
3583,combo_5059,True,1919,2339,1919,1715.0
3583,combo_5057,True,1949,2289,1949,1825.0
3583,item_355,True,1279,1478,1279,1040.0
3583,combo_5056,True,1779,2298,1779,1675.0
3583,combo_5055,True,1849,2318,1849,1745.0
3583,combo_5053,True,1879,2268,1879,1855.0
3583,item_352,True,1389,1519,1389,1090.0
3583,combo_5052,True,1889,2339,1889,1725.0
3583,combo_5051,True,1959,2359,1959,1795.0
3583,combo_5049,True,1989,2309,1989,1905.0
3583,picker_5521,True,1239,2419,1239,1600.0
3583,item_958,True,1459,1659,1459,1170.0
3583,9fac0e70-fb24-43ba-a3d9-457068702070,True,1959,2309,1959,1805.0
3583,a4aed590-7d72-4ecd-88c5-00ec52926cf6,True,2029,2329,2029,1875.0
